CODESC;TIPOESC;NOMES;SUBPREF;DISTRITO;CODINEP;CD_CIE;NOME_ANT;REDE;NOMES_COMPLETO;nm_distrito_municipal;cd_subprefeitura;nm_subprefeitura;DESC_REDE
16713;EMEF;ANNA SILVEIRA PEDREIRA;M'BOI MIRIM;JARDIM SAO LUIS;35201972,0;1672209,0;;DIR;EMEF ANNA SILVEIRA PEDREIRA;JARDIM SAO LUIS;18;M BOI MIRIM;Direta
16721;EMEI;CELSO DE SOUSA OLIVEIRA, PROF.;JACANA/TREMEMBE;JACANA;35201935,0;1669100,0;;DIR;EMEI CELSO DE SOUSA OLIVEIRA, PROF.;JACANA;6;JACANA-TREMEMBE;Direta
16993;EMEF;VICENTE AMATO SOBRINHO, COM.;ITAIM PAULISTA;ITAIM PAULISTA;35207779,0;1677176,0;JARDIM DAS OLIVEIRAS;DIR;EMEF VICENTE AMATO SOBRINHO, COM.;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
17272;EMEFM;GUIOMAR CABRAL;PIRITUBA;PIRITUBA;35207639,0;1671139,0;PIRITUBA;DIR;EMEFM GUIOMAR CABRAL;PIRITUBA;2;PIRITUBA-JARAGUA;Direta
17281;EMEI;CONJ. HABITACIONAL VALO VELHO;CAMPO LIMPO;CAPAO REDONDO;35207950,0;1672139,0;;DIR;EMEI CONJ. HABITACIONAL VALO VELHO;CAPAO REDONDO;17;CAMPO LIMPO;Direta
17329;EMEI;VICENTE MATHEUS;ITAQUERA;CIDADE LIDER;35207809,0;1676117,0;PARQUE SAVOY CITY;DIR;EMEI VICENTE MATHEUS;CIDADE LIDER;27;ITAQUERA;Direta
17442;EMEFM;ANTONIO SAMPAIO, VER.;SANTANA/TUCURUVI;SANTANA;35207676,0;1669149,0;;DIR;EMEFM ANTONIO SAMPAIO, VER.;SANTANA;5;SANTANA-TUCURUVI;Direta
17451;EMEI;RUTH GONCALVES CHAVES DE SIQUEIRA, PROFA.;ERMELINO MATARAZZO;ERMELINO MATARAZZO;35207743,0;1674196,0;JARDIM MATARAZZO;DIR;EMEI RUTH GONCALVES CHAVES DE SIQUEIRA, PROFA.;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Direta
17515;EMEI;MARIA LUIZA MORETTI GENTILE, PROFA.;VILA PRUDENTE;VILA PRUDENTE;35207724,0;1668192,0;;DIR;EMEI MARIA LUIZA MORETTI GENTILE, PROFA.;VILA PRUDENTE;29;VILA PRUDENTE;Direta
17523;EMEF;CLOTILDE ROSA HENRIQUES ELIAS, PROFA.;ITAQUERA;JOSE BONIFACIO;35207822,0;1676153,0;COHAB SANTA ETELVINA II-B/AREA 03;DIR;EMEF CLOTILDE ROSA HENRIQUES ELIAS, PROFA.;JOSE BONIFACIO;27;ITAQUERA;Direta
17531;EMEI;VALENTINA ANTONINI DA SILVA, PROFA.;SAO MIGUEL;JARDIM HELENA;35207767,0;1677112,0;;DIR;EMEI VALENTINA ANTONINI DA SILVA, PROFA.;JARDIM HELENA;23;SAO MIGUEL;Direta
17655;EMEI;SEBASTIANA DE ARRUDA CRUZ OLIVEIRA, PROFA.;ITAIM PAULISTA;ITAIM PAULISTA;35207780,0;1677169,0;;DIR;EMEI SEBASTIANA DE ARRUDA CRUZ OLIVEIRA, PROFA.;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
17710;EMEI;HELENA LOPES SANTANA DA SILVA, PROFA.;GUAIANASES;LAJEADO;35207871,0;1678125,0;VILA CHABILANDIA;DIR;EMEI HELENA LOPES SANTANA DA SILVA, PROFA.;LAJEADO;28;GUAIANASES;Direta
17728;EMEI;JOSE JOAQUIM DA SILVA;VILA MARIA/VILA GUILHERME;VILA MARIA;35207697,0;1669181,0;PARQUE NOVO MUNDO;DIR;EMEI JOSE JOAQUIM DA SILVA;VILA MARIA;7;VILA MARIA-VILA GUILHERME;Direta
17736;EMEI;ANTONIO FIGUEIREDO AMARAL;SE;SANTA CECILIA;35207883,0;1668158,0;;DIR;EMEI ANTONIO FIGUEIREDO AMARAL;SANTA CECILIA;9;SE;Direta
17973;EMEF;MAILSON DELANE, PROF.;CIDADE TIRADENTES;CIDADE TIRADENTES;35207834,0;1678175,0;CONJ. HABITACIONAL BARRO BRANCO II;DIR;EMEF MAILSON DELANE, PROF.;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Direta
17981;EMEF;PERICLES EUGENIO DA SILVA RAMOS;IPIRANGA;IPIRANGA;35207895,0;1668112,0;CONJ. HABITACIONAL HELIOPOLIS;DIR;EMEF PERICLES EUGENIO DA SILVA RAMOS;IPIRANGA;13;IPIRANGA;Direta
18201;EMEI;LUCILIA DE ANDRADE FERREIRA, PROFA.;CIDADE TIRADENTES;CIDADE TIRADENTES;35207846,0;1678164,0;CONJ. HABITACIONAL BARRO BRANCO II;DIR;EMEI LUCILIA DE ANDRADE FERREIRA, PROFA.;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Direta
18210;EMEFM;DARCY RIBEIRO;SAO MIGUEL;SAO MIGUEL;35207755,0;1677123,0;SAO MIGUEL;DIR;EMEFM DARCY RIBEIRO;SAO MIGUEL;23;SAO MIGUEL;Direta
18228;EMEI;MARIA DE LOURDES COUTINHO TORRES, DA.;SAO MATEUS;SAO RAFAEL;35207810,0;1680155,0;VILA ESTHER;DIR;EMEI MARIA DE LOURDES COUTINHO TORRES, DA.;SAO RAFAEL;30;SAO MATEUS;Direta
18236;EMEI;MARIA APARECIDA VITA PIANTE, PROFA.;BUTANTA;RIO PEQUENO;35207937,0;1679139,0;VILA NOVA ALBA;DIR;EMEI MARIA APARECIDA VITA PIANTE, PROFA.;RIO PEQUENO;10;BUTANTA;Direta
18244;EMEI;CAMILLO ASHCAR, PROF.;BUTANTA;RAPOSO TAVARES;35207913,0;1679115,0;CONJ. HABITACIONAL JARDIM EDUCANDARIO;DIR;EMEI CAMILLO ASHCAR, PROF.;RAPOSO TAVARES;10;BUTANTA;Direta
18261;EMEI;ALICE FEITOSA, DA.;PERUS;PERUS;35207652,0;1671194,0;JARDIM ALDEFIORI;DIR;EMEI ALICE FEITOSA, DA.;PERUS;1;PERUS;Direta
18279;EMEI;CEZAR ROGERIO OLIVEIRA PERAMEZZA, PROF.;PENHA;ARTUR ALVIM;35207792,0;1674100,0;;DIR;EMEI CEZAR ROGERIO OLIVEIRA PERAMEZZA, PROF.;ARTUR ALVIM;21;PENHA;Direta
18287;EMEI;ANTONIO MUNHOZ BONILHA;PIRITUBA;PIRITUBA;35207640,0;1671140,0;VILA MIRANTE;DIR;EMEI ANTONIO MUNHOZ BONILHA;PIRITUBA;2;PIRITUBA-JARAGUA;Direta
18295;EMEI;ALEX FREUA NETTO, VER.;FREGUESIA/BRASILANDIA;BRASILANDIA;35207627,0;1670100,0;JARDIM GUARANI;DIR;EMEI ALEX FREUA NETTO, VER.;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Direta
18309;EMEI;VERA ARNONI SCALQUETTI, PROFA.;SANTANA/TUCURUVI;TUCURUVI;35207688,0;1669158,0;;DIR;EMEI VERA ARNONI SCALQUETTI, PROFA.;TUCURUVI;5;SANTANA-TUCURUVI;Direta
18350;EMEI;ANTONIO CARLOS BRASILEIRO DE ALMEIDA JOBIM - TOM JOBIM ;SAPOPEMBA;SAPOPEMBA;35207718,0;1680168,0;JARDIM SAO ROBERTO;DIR;EMEI ANTONIO CARLOS BRASILEIRO DE ALMEIDA JOBIM - TOM JOBIM;SAPOPEMBA;32;SAPOPEMBA;Direta
18384;EMEI;MORENO, CTE.;BUTANTA;RAPOSO TAVARES;35207925,0;1679128,0;JARDIM GUARAU;DIR;EMEI MORENO, CTE.;RAPOSO TAVARES;10;BUTANTA;Direta
18503;EMEI;JOSEMARIA ESCRIVA, BEM-AVENTURADO;IPIRANGA;SACOMA;35207901,0;1668129,0;VILA LIVIEIRO;DIR;EMEI JOSEMARIA ESCRIVA, BEM-AVENTURADO;SACOMA;13;IPIRANGA;Direta
18511;EMEF;CARLOS CORREA MASCARO, PROF.;SAO MATEUS;IGUATEMI;35207861,0;1680107,0;JARDIM DA CONQUISTA;DIR;EMEF CARLOS CORREA MASCARO, PROF.;IGUATEMI;30;SAO MATEUS;Direta
18520;EMEI;JOAO MENDONCA FALCAO;MOOCA;BRAS;35207706,0;1674163,0;BRAS;DIR;EMEI JOAO MENDONCA FALCAO;BRAS;25;MOOCA;Direta
18538;EMEI;GESSY GEBARA, PROFA.;CIDADE TIRADENTES;CIDADE TIRADENTES;35207858,0;1678155,0;CONJ. HABITACIONAL SITIO CONCEICAO;DIR;EMEI GESSY GEBARA, PROFA.;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Direta
18546;EMEF;DAMIAO, FREI;CAPELA DO SOCORRO;GRAJAU;35207962,0;1675124,0;JARDIM CIPRAMAR;DIR;EMEF DAMIAO, FREI;GRAJAU;19;CAPELA DO SOCORRO;Direta
18554;EMEI;ANTONIO CALLADO;CASA VERDE/CACHOEIRINHA;LIMAO;35207664,0;1670171,0;BAIRRO DO LIMAO;DIR;EMEI ANTONIO CALLADO;LIMAO;4;CASA VERDE-CACHOEIRINHA;Direta
18830;EMEF;PAULO FREIRE, PROF.;CAMPO LIMPO;VILA ANDRADE;35207949,0;1672171,0;PARAISOPOLIS;DIR;EMEF PAULO FREIRE, PROF.;VILA ANDRADE;17;CAMPO LIMPO;Direta
19011;EMEF;LINO DE MATTOS, SEN.;SAO MIGUEL;VILA JACUI;35223219,0;1677143,0;CONJ. HABITACIONAL GARAGEM;DIR;EMEF LINO DE MATTOS, SEN.;VILA JACUI;23;SAO MIGUEL;Direta
19020;EMEF;JAIRO DE ALMEIDA, PROF.;PERUS;PERUS;35223141,0;1671200,0;PERUS;DIR;EMEF JAIRO DE ALMEIDA, PROF.;PERUS;1;PERUS;Direta
19038;EMEI;CHACARA SONHO AZUL;M'BOI MIRIM;JARDIM ANGELA;35223268,0;1672182,0;;DIR;EMEI CHACARA SONHO AZUL;JARDIM ANGELA;18;M BOI MIRIM;Direta
19046;EMEF;CELIA REGINA LEKEVICIUS CONSOLIN, PROFA.;VILA MARIA/VILA GUILHERME;VILA MARIA;35223165,0;1669170,0;CHACARA BELA VISTA;DIR;EMEF CELIA REGINA LEKEVICIUS CONSOLIN, PROFA.;VILA MARIA;7;VILA MARIA-VILA GUILHERME;Direta
19054;EMEI;ADALBERTO PANZAN, DR.;SAO MATEUS;IGUATEMI;35223244,0;1680100,0;JARDIM DAS LARANJEIRAS;DIR;EMEI ADALBERTO PANZAN, DR.;IGUATEMI;30;SAO MATEUS;Direta
19062;EMEI;THEREZA THE DE CARVALHO, PROFA.;ARICANDUVA/FORMOSA/CARRAO;VILA FORMOSA;35223190,0;1676184,0;CAPAO DO EMBIRA;DIR;EMEI THEREZA THE DE CARVALHO, PROFA.;VILA FORMOSA;26;ARICANDUVA-FORMOSA-CARRAO;Direta
19071;EMEI;MARIA CECILIA DEZAN ROCHA, PROFA.;SAPOPEMBA;SAPOPEMBA;35223273,0;1680198,0;SAPOPEMBA;DIR;EMEI MARIA CECILIA DEZAN ROCHA, PROFA.;SAPOPEMBA;32;SAPOPEMBA;Direta
19089;EMEI;JOAO RUBENS MARCELO;ARICANDUVA/FORMOSA/CARRAO;VILA FORMOSA;35223189,0;1676183,0;;DIR;EMEI JOAO RUBENS MARCELO;VILA FORMOSA;26;ARICANDUVA-FORMOSA-CARRAO;Direta
19097;EMEI;ARTHUR BAPTISTA DA LUZ;CIDADE ADEMAR;PEDREIRA;35223256,0;1673143,0;JARDIM INGAI;DIR;EMEI ARTHUR BAPTISTA DA LUZ;PEDREIRA;16;CIDADE ADEMAR;Direta
19101;EMEI;DINAH FERNANDES COSTA , PROFA.;PENHA;ARTUR ALVIM;35223220,0;1674104,0;JARDIM NORDESTE;DIR;EMEI DINAH FERNANDES COSTA , PROFA.;ARTUR ALVIM;21;PENHA;Direta
19119;EMEI;NEUSA CONCEICAO STINCHI, PROFA.;PENHA;CANGAIBA;35223207,0;1674133,0;VILA SILVIA;DIR;EMEI NEUSA CONCEICAO STINCHI, PROFA.;CANGAIBA;21;PENHA;Direta
19127;EMEI;CLEIDE MOREIRA DOS SANTOS, PROFA.;SANTANA/TUCURUVI;MANDAQUI;35223153,0;1669131,0;PEDRA BRANCA;DIR;EMEI CLEIDE MOREIRA DOS SANTOS, PROFA.;MANDAQUI;5;SANTANA-TUCURUVI;Direta
19135;EMEI;DALMO AMARAL MACHADO, PROF.;ITAIM PAULISTA;ITAIM PAULISTA;35224224,0;1677158,0;ITAIM PAULISTA;DIR;EMEI DALMO AMARAL MACHADO, PROF.;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
19143;EMEF;JOSE QUERINO RIBEIRO;ITAQUERA;CIDADE LIDER;35223232,0;1676116,0;JARDIM DAS CARMELITAS;DIR;EMEF JOSE QUERINO RIBEIRO;CIDADE LIDER;27;ITAQUERA;Direta
19151;EMEI;JOAO CANDIDO;CAPELA DO SOCORRO;GRAJAU;35224248,0;1675129,0;CIPRAMAR;DIR;EMEI JOAO CANDIDO;GRAJAU;19;CAPELA DO SOCORRO;Direta
19160;EMEF;ILEUSA CAETANO DA SILVA, PROFA.;BUTANTA;RAPOSO TAVARES;35224236,0;1679125,0;BUTANTA;DIR;EMEF ILEUSA CAETANO DA SILVA, PROFA.;RAPOSO TAVARES;10;BUTANTA;Direta
19178;EMEI;MARGARETH DE FATIMA MARQUES DE AZEVEDO;JACANA/TREMEMBE;TREMEMBE;35223177,0;1669123,0;JARDIM FONTALIS;DIR;EMEI MARGARETH DE FATIMA MARQUES DE AZEVEDO;TREMEMBE;6;JACANA-TREMEMBE;Direta
19186;EMEI;SILVIO CALDAS, COMPOSITOR;IPIRANGA;SACOMA;35233924,0;1668138,0;JARDIM CELESTE;DIR;EMEI SILVIO CALDAS, COMPOSITOR;SACOMA;13;IPIRANGA;Direta
19194;EMEF;PEDRO GERALDO SCHUNCK;PARELHEIROS;PARELHEIROS;35233985,0;1675170,0;JARDIM SILVEIRA;DIR;EMEF PEDRO GERALDO SCHUNCK;PARELHEIROS;20;PARELHEIROS;Direta
19195;EMEF;JOSE KAUFFMANN , DR.;PIRITUBA;JARAGUA;35249993,0;1671126,0;CITY JARAGUA;DIR;EMEF JOSE KAUFFMANN , DR.;JARAGUA;2;PIRITUBA-JARAGUA;Direta
19196;EMEF;LILIANE VERZINI SILVA, PROFA;CIDADE ADEMAR;CIDADE ADEMAR;35270404,0;1673136,0;PEDRA SOBRE PEDRA;DIR;EMEF LILIANE VERZINI SILVA, PROFA;CIDADE ADEMAR;16;CIDADE ADEMAR;Direta
19197;EMEI;ANGELO KRETA;CAPELA DO SOCORRO;CIDADE DUTRA;35270398,0;1675106,0;GUANHEMBU;DIR;EMEI ANGELO KRETA;CIDADE DUTRA;19;CAPELA DO SOCORRO;Direta
19198;CEU EMEI;MILTON SANTOS, PROF.;CAPELA DO SOCORRO;CIDADE DUTRA;35270386,0;1675503,0;VILA SAO JOSE;DIR;CEU EMEI MILTON SANTOS, PROF.;CIDADE DUTRA;19;CAPELA DO SOCORRO;Direta
19199;EMEI;CLEMENCIA FERREIRA DA SILVA;SAO MIGUEL;VILA JACUI;35270623,0;1677147,0;PARQUE SANTA INES;DIR;EMEI CLEMENCIA FERREIRA DA SILVA;VILA JACUI;23;SAO MIGUEL;Direta
19200;EMEI;JOANA MITSUE ISHII, PROFA;M'BOI MIRIM;JARDIM ANGELA;35270635,0;1672191,0;JARDIM NOVO HORIZONTE AZUL;DIR;EMEI JOANA MITSUE ISHII, PROFA;JARDIM ANGELA;18;M BOI MIRIM;Direta
19201;EMEI;MARIA DA LUZ SILVA DE OLIVEIRA, PROFA.;SAO MIGUEL;JARDIM HELENA;35270647,0;1677103,0;JARDIM SAO MARTINHO;DIR;EMEI MARIA DA LUZ SILVA DE OLIVEIRA, PROFA.;JARDIM HELENA;23;SAO MIGUEL;Direta
19202;EMEI;JULIO ALVES PEREIRA;PIRITUBA;JARAGUA;35271044,0;1671113,0;CIDADE D  ABRIL;DIR;EMEI JULIO ALVES PEREIRA;JARAGUA;2;PIRITUBA-JARAGUA;Direta
19203;EMEI;JARDIM FELICIDADE;PIRITUBA;PIRITUBA;35271093,0;1671148,0;;DIR;EMEI JARDIM FELICIDADE;PIRITUBA;2;PIRITUBA-JARAGUA;Direta
19204;EMEI;MARIA CLARA MACHADO;M'BOI MIRIM;JARDIM ANGELA;35271202,0;1672194,0;PARQUE DO LAGO;DIR;EMEI MARIA CLARA MACHADO;JARDIM ANGELA;18;M BOI MIRIM;Direta
19205;EMEI;JARDIM MONTE BELO;PERUS;ANHANGUERA;35271007,0;1671185,0;;DIR;EMEI JARDIM MONTE BELO;ANHANGUERA;1;PERUS;Direta
19206;EMEI;FRANCISCO ADAUTO RODRIGUES;SAO MATEUS;IGUATEMI;35271184,0;1680106,0;JARDIM HELENA;DIR;EMEI FRANCISCO ADAUTO RODRIGUES;IGUATEMI;30;SAO MATEUS;Direta
19207;EMEI;APARECIDA DE LOURDES CARRILHO JARDIM, PROFA;SAO MIGUEL;SAO MIGUEL;35271172,0;1677132,0;VILA PROGRESSO;DIR;EMEI APARECIDA DE LOURDES CARRILHO JARDIM, PROFA;SAO MIGUEL;23;SAO MIGUEL;Direta
19208;EMEF;LUIZ ROBERTO MEGA, PROF.;CIDADE TIRADENTES;CIDADE TIRADENTES;35233912,0;1678181,0;CONJ. HABITACIONAL FAZENDA DO  CARMO;DIR;EMEF LUIZ ROBERTO MEGA, PROF.;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Direta
19209;EMEI;LUIS BIRAGHI, MONSENHOR;ITAQUERA;PARQUE DO CARMO;35271135,0;1676162,0;VILA CHUCA;DIR;EMEI LUIS BIRAGHI, MONSENHOR;PARQUE DO CARMO;27;ITAQUERA;Direta
19210;EMEI;ORLANDO VILLAS BOAS;CAPELA DO SOCORRO;CIDADE DUTRA;35271238,0;1675109,0;JARDIM PLANALTO;DIR;EMEI ORLANDO VILLAS BOAS;CIDADE DUTRA;19;CAPELA DO SOCORRO;Direta
19211;EMEI;MITSUTANI;CAMPO LIMPO;CAPAO REDONDO;35271214,0;1672121,0;;DIR;EMEI MITSUTANI;CAPAO REDONDO;17;CAMPO LIMPO;Direta
19212;EMEI;ANTONIETA DE BARROS, PROFA;PIRITUBA;JARAGUA;35271056,0;1671100,0;CITY JARAGUA II;DIR;EMEI ANTONIETA DE BARROS, PROFA;JARAGUA;2;PIRITUBA-JARAGUA;Direta
19213;EMEI;RECANTO CAMPO BELO - DIRCE ZILLESG BORGES DOS SANTOS, PROFA;PARELHEIROS;PARELHEIROS;35271251,0;1675169,0;RECANTO CAMPO BELO;DIR;EMEI RECANTO CAMPO BELO - DIRCE ZILLESG BORGES DOS SANTOS, PROFA;PARELHEIROS;20;PARELHEIROS;Direta
19214;CEU EMEI;JARDIM VILA NOVA;ITAQUERA;ITAQUERA;35271100,0;1676512,0;;DIR;CEU EMEI JARDIM VILA NOVA;ITAQUERA;27;ITAQUERA;Direta
19215;EMEF;REMO RINALDI NADDEO, PROF.;PERUS;ANHANGUERA;35271019,0;1671193,0;MORRO DOCE;DIR;EMEF REMO RINALDI NADDEO, PROF.;ANHANGUERA;1;PERUS;Direta
19216;EMEF;THEREZA MACIEL DE PAULA PROFA.;SAO MATEUS;SAO RAFAEL;35233900,0;1680156,0;JARDIM SANTO ANDRE;DIR;EMEF THEREZA MACIEL DE PAULA PROFA.;SAO RAFAEL;30;SAO MATEUS;Direta
19217;EMEF;RECANTO DOS HUMILDES;PERUS;PERUS;35271081,0;1671206,0;;DIR;EMEF RECANTO DOS HUMILDES;PERUS;1;PERUS;Direta
19218;EMEF;JARDIM MONTE BELO;PERUS;ANHANGUERA;35271020,0;1671191,0;;DIR;EMEF JARDIM MONTE BELO;ANHANGUERA;1;PERUS;Direta
19219;EMEF;ENZO ANTONIO SILVESTRIN, PROF;PIRITUBA;JARAGUA;35271068,0;1671120,0;ESTRADA DO CONGO;DIR;EMEF ENZO ANTONIO SILVESTRIN, PROF;JARAGUA;2;PIRITUBA-JARAGUA;Direta
19220;EMEF;MARIO LAGO;PIRITUBA;JARAGUA;35271073,0;1671108,0;DOURADA;DIR;EMEF MARIO LAGO;JARAGUA;2;PIRITUBA-JARAGUA;Direta
19221;EMEF;JARDIM DAS LARANJEIRAS;SAO MATEUS;IGUATEMI;35271147,0;1680115,0;;DIR;EMEF JARDIM DAS LARANJEIRAS;IGUATEMI;30;SAO MATEUS;Direta
19222;EMEF;VEREMUNDO TOTH, DOM;CAMPO LIMPO;VILA ANDRADE;35271226,0;1672170,0;PARAISOPOLIS;DIR;EMEF VEREMUNDO TOTH, DOM;VILA ANDRADE;17;CAMPO LIMPO;Direta
19223;EMEF;MARIA APARECIDA VILASBOAS, PROFA.;SAO MATEUS;SAO RAFAEL;35271196,0;1680150,0;PARQUE DAS FLORES;DIR;EMEF MARIA APARECIDA VILASBOAS, PROFA.;SAO RAFAEL;30;SAO MATEUS;Direta
19224;EMEF;MILENA BENEDICTO, PROFA;PERUS;ANHANGUERA;35233882,0;1671186,0;JARDIM BRITANIA;DIR;EMEF MILENA BENEDICTO, PROFA;ANHANGUERA;1;PERUS;Direta
19225;EMEF;WANDA OVIDIO GONCALVES, PROFA.;ITAIM PAULISTA;ITAIM PAULISTA;35271159,0;1677178,0;COHAB TEXIMA;DIR;EMEF WANDA OVIDIO GONCALVES, PROFA.;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
19226;CEU EMEF;MARIA CLARA MACHADO;ITAIM PAULISTA;ITAIM PAULISTA;35271160,0;1677522,0;FAZENDA ITAIM;DIR;CEU EMEF MARIA CLARA MACHADO;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
19227;CEU EMEF;CONCEICAO APARECIDA DE JESUS, PROFA;ITAQUERA;ITAQUERA;35271111,0;1676513,0;JARDIM VILA NOVA;DIR;CEU EMEF CONCEICAO APARECIDA DE JESUS, PROFA;ITAQUERA;27;ITAQUERA;Direta
19228;EMEF;JOSE PEGORARO, PE.;CAPELA DO SOCORRO;GRAJAU;35271248,0;1675141,0;GRAJAU;DIR;EMEF JOSE PEGORARO, PE.;GRAJAU;19;CAPELA DO SOCORRO;Direta
19229;EMEF;JOSUE DE CASTRO, PROF;LAPA;JAGUARA;35271032,0;1671169,0;VILA PIAUI;DIR;EMEF JOSUE DE CASTRO, PROF;JAGUARA;8;LAPA;Direta
19230;EMEI;NENE DO AMANHA;PENHA;PENHA;35271123,0;1674135,0;VILA GERMAINE;DIR;EMEI NENE DO AMANHA;PENHA;21;PENHA;Direta
19231;EMEI;GLEBA DO PESSEGO;ITAQUERA;PARQUE DO CARMO;35271792,0;1676159,0;;DIR;EMEI GLEBA DO PESSEGO;PARQUE DO CARMO;27;ITAQUERA;Direta
19232;EMEF;FAZENDA DA JUTA;SAPOPEMBA;SAPOPEMBA;35233997,0;1680186,0;;DIR;EMEF FAZENDA DA JUTA;SAPOPEMBA;32;SAPOPEMBA;Direta
19233;EMEF;EDGARD CARONE;PERUS;ANHANGUERA;35275013,0;1671189,0;JARDIM BRITANIA ANEXO;DIR;EMEF EDGARD CARONE;ANHANGUERA;1;PERUS;Direta
19234;CEU EMEI;PAULO FREIRE, PROF.;PENHA;PENHA;35275323,0;1674513,0;CINGAPURA CHAPARRAL;DIR;CEU EMEI PAULO FREIRE, PROF.;PENHA;21;PENHA;Direta
19235;EMEI;CONJ. HABITACIONAL SAO FRANCISCO;SAO MATEUS;SAO RAFAEL;35276133,0;1680149,0;;DIR;EMEI CONJ. HABITACIONAL SAO FRANCISCO;SAO RAFAEL;30;SAO MATEUS;Direta
19236;EMEI;CONJ. HABITACIONAL GOITI;ITAQUERA;ITAQUERA;35276157,0;1676124,0;;DIR;EMEI CONJ. HABITACIONAL GOITI;ITAQUERA;27;ITAQUERA;Direta
19237;EMEI;SANTO DIAS DA SILVA;IPIRANGA;SACOMA;35279080,0;1668136,0;JARDIM PATENTE;DIR;EMEI SANTO DIAS DA SILVA;SACOMA;13;IPIRANGA;Direta
19238;EMEI;GLOBO DO SOL;SAO MIGUEL;VILA JACUI;35278920,0;1677154,0;;DIR;EMEI GLOBO DO SOL;VILA JACUI;23;SAO MIGUEL;Direta
19239;EMEI;MAURO BAPTISTA, PE.;CAMPO LIMPO;VILA ANDRADE;35278932,0;1672167,0;VILA ANDRADE;DIR;EMEI MAURO BAPTISTA, PE.;VILA ANDRADE;17;CAMPO LIMPO;Direta
19240;EMEI;ALFREDO VOLPI;SAPOPEMBA;SAPOPEMBA;35278944,0;1680185,0;CONJ. HABITACIONAL FAZENDA DA JUTA A - 18;DIR;EMEI ALFREDO VOLPI;SAPOPEMBA;32;SAPOPEMBA;Direta
19241;EMEF;HELLIO TAVARES, DR.;ITAIM PAULISTA;ITAIM PAULISTA;35233894,0;1677162,0;ENCOSTA NORTE;DIR;EMEF HELLIO TAVARES, DR.;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
19242;EMEI;MARIAZINHA REZENDE FUSARI, PROFA;BUTANTA;RAPOSO TAVARES;35279894,0;1679124,0;JARDIM JOAO XXIII;DIR;EMEI MARIAZINHA REZENDE FUSARI, PROFA;RAPOSO TAVARES;10;BUTANTA;Direta
19243;EMEF;MARINA MELANDER COUTINHO, PROFA;CAPELA DO SOCORRO;CIDADE DUTRA;35280331,0;1675107,0;IV CENTENARIO;DIR;EMEF MARINA MELANDER COUTINHO, PROFA;CIDADE DUTRA;19;CAPELA DO SOCORRO;Direta
19244;EMEF;GIUSEPPE TAVOLARO, PROF;SAPOPEMBA;SAPOPEMBA;35280422,0;1680183,0;FAZENDA DA JUTA - A-07;DIR;EMEF GIUSEPPE TAVOLARO, PROF;SAPOPEMBA;32;SAPOPEMBA;Direta
19245;EMEI;APARECIDA CANDIDA DOS SANTOS DE JESUS - DONA CIDICA;SAPOPEMBA;SAPOPEMBA;35280434,0;1680194,0;FAZENDA DA JUTA - A-07;DIR;EMEI APARECIDA CANDIDA DOS SANTOS DE JESUS - DONA CIDICA;SAPOPEMBA;32;SAPOPEMBA;Direta
19246;EMEI;RAUL NEMENZ, PROF;CIDADE TIRADENTES;CIDADE TIRADENTES;35280823,0;1678140,0;COHAB BARRO BRANCO II;DIR;EMEI RAUL NEMENZ, PROF;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Direta
19247;EMEF;TEREZINHA MOTA DE FIGUEIREDO;CAMPO LIMPO;CAPAO REDONDO;35280847,0;1672137,0;COHAB VALO VELHO;DIR;EMEF TEREZINHA MOTA DE FIGUEIREDO;CAPAO REDONDO;17;CAMPO LIMPO;Direta
19248;EMEI;WILSON REIS SANTOS;GUAIANASES;LAJEADO;35280884,0;1678122,0;GUAIANASES;DIR;EMEI WILSON REIS SANTOS;LAJEADO;28;GUAIANASES;Direta
19249;EMEF;DAISY AMADIO FUJIWARA, PROFA.;BUTANTA;RAPOSO TAVARES;35281438,0;1679132,0;JARDIM JOAO XXIII;DIR;EMEF DAISY AMADIO FUJIWARA, PROFA.;RAPOSO TAVARES;10;BUTANTA;Direta
19250;EMEI;LAURA DA CONCEICAO PEREIRA QUINTAES, PROFA.;ITAIM PAULISTA;ITAIM PAULISTA;35282327,0;1677175,0;JARDIM NELIA;DIR;EMEI LAURA DA CONCEICAO PEREIRA QUINTAES, PROFA.;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
19252;EMEI;JOSE ROBSON COSTA DE ARAUJO, BOMBEIRO;FREGUESIA/BRASILANDIA;FREGUESIA DO O;35282285,0;1670144,0;JARDIM CACHOEIRA;DIR;EMEI JOSE ROBSON COSTA DE ARAUJO, BOMBEIRO;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Direta
