CODEOL;TIPO;UNIDADE;DIRETORIA;DISTRITO;NIVEL;QTDE;Nível padronizado;nm_distrito_municipal;cd_subprefeitura;nm_subprefeitura;nivel_subprefeitura
307529;CR.P.CONV;NOVO CAMINHO;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;44;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307530;CR.P.CONV;QUERUBIM II;FREGUESIA/BRASILANDIA;CACHOEIRINHA;CRECHE;49;Educação Infantil;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307535;CR.P.CONV;MEU LARZINHO;PENHA;TATUAPE;CRECHE;19;Educação Infantil;TATUAPE;25;MOOCA;Educação Infantil|MOOCA
307537;CR.P.CONV;CUIDANDO DO AMANHA;GUAIANASES;GUAIANASES;CRECHE;108;Educação Infantil;GUAIANASES;28;GUAIANASES;Educação Infantil|GUAIANASES
307552;CR.P.CONV;SONIA MARIA DOS ANJOS MARTINELLI;ITAQUERA;VILA FORMOSA;CRECHE;20;Educação Infantil;VILA FORMOSA;26;ARICANDUVA-FORMOSA-CARRAO;Educação Infantil|ARICANDUVA-FORMOSA-CARRAO
307560;CR.P.CONV;TERRITORIOS DO BRINCAR;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;73;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307569;CR.P.CONV;SHALLOM II;FREGUESIA/BRASILANDIA;CASA VERDE;CRECHE;43;Educação Infantil;CASA VERDE;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307570;CR.P.CONV;GARRA FEMININA II;ITAQUERA;PARQUE DO CARMO;CRECHE;46;Educação Infantil;PARQUE DO CARMO;27;ITAQUERA;Educação Infantil|ITAQUERA
307572;CR.P.CONV;MUNDINHO DOS TALENTOS;CAPELA DO SOCORRO;GRAJAU;CRECHE;111;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
307597;CR.P.CONV;CONCEICAO ROSA;PIRITUBA;PIRITUBA;CRECHE;58;Educação Infantil;PIRITUBA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
307599;CR.P.CONV;REFERENCIA;GUAIANASES;LAJEADO;CRECHE;67;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307602;CR.P.CONV;TIA LENINHA, CEI;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;113;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307605;CR.P.CONV;DAMARIS CASTILHO IV;ITAQUERA;JOSE BONIFACIO;CRECHE;71;Educação Infantil;JOSE BONIFACIO;27;ITAQUERA;Educação Infantil|ITAQUERA
307621;CR.P.CONV;LAR ENCANTADO;GUAIANASES;LAJEADO;CRECHE;28;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307629;CR.P.CONV;JOSE MARIA;PENHA;CANGAIBA;CRECHE;19;Educação Infantil;CANGAIBA;21;PENHA;Educação Infantil|PENHA
307634;CR.P.CONV;CAMINHANDO PARA O FUTURO II;PENHA;VILA MATILDE;CRECHE;18;Educação Infantil;VILA MATILDE;21;PENHA;Educação Infantil|PENHA
307641;CR.P.CONV;PASSOS DO FUTURO;SAO MIGUEL;JARDIM HELENA;CRECHE;52;Educação Infantil;JARDIM HELENA;23;SAO MIGUEL;Educação Infantil|SAO MIGUEL
307642;CR.P.CONV;CARAMINHOLAS;ITAQUERA;ITAQUERA;CRECHE;89;Educação Infantil;ITAQUERA;27;ITAQUERA;Educação Infantil|ITAQUERA
307643;CR.P.CONV;CAMINHAR;CAMPO LIMPO;CAMPO LIMPO;CRECHE;60;Educação Infantil;CAMPO LIMPO;17;CAMPO LIMPO;Educação Infantil|CAMPO LIMPO
307644;CR.P.CONV;ANEU GARANHANI;FREGUESIA/BRASILANDIA;CASA VERDE;CRECHE;71;Educação Infantil;CASA VERDE;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307658;CR.P.CONV;PEQUENA GIOVANNA;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;43;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307663;CR.P.CONV;NEI CAETANO DE ANDRADE;SAO MIGUEL;VILA JACUI;CRECHE;35;Educação Infantil;VILA JACUI;23;SAO MIGUEL;Educação Infantil|SAO MIGUEL
307664;CR.P.CONV;PE COM PE;PIRITUBA;PERUS;CRECHE;33;Educação Infantil;PERUS;01;PERUS;Educação Infantil|PERUS
307669;CR.P.CONV;CANTINHO DA PAZ II;SANTO AMARO;CIDADE ADEMAR;CRECHE;91;Educação Infantil;CIDADE ADEMAR;16;CIDADE ADEMAR;Educação Infantil|CIDADE ADEMAR
307672;CR.P.CONV;MUNDO MAGICO, CEI;FREGUESIA/BRASILANDIA;CASA VERDE;CRECHE;31;Educação Infantil;CASA VERDE;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307674;CR.P.CONV;RECRIARTE, CEI;FREGUESIA/BRASILANDIA;CACHOEIRINHA;CRECHE;16;Educação Infantil;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307681;CR.P.CONV;DOZE DE OUTUBRO;FREGUESIA/BRASILANDIA;CASA VERDE;CRECHE;25;Educação Infantil;CASA VERDE;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307682;CR.P.CONV;CHACARA INGLESA;PIRITUBA;PIRITUBA;CRECHE;11;Educação Infantil;PIRITUBA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
307683;CR.P.CONV;VOVO ADELAIDE;SAO MIGUEL;SAO MIGUEL;CRECHE;23;Educação Infantil;SAO MIGUEL;23;SAO MIGUEL;Educação Infantil|SAO MIGUEL
307684;CR.P.CONV;MARQUES DOS FRANCOS;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;44;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307685;CR.P.CONV;CORRE COTIA;PIRITUBA;PERUS;CRECHE;36;Educação Infantil;PERUS;01;PERUS;Educação Infantil|PERUS
307689;CR.P.CONV;TERESA DANTAS, IRMA;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;26;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307690;CR.P.CONV;AFONSO SILVEIRA NETO;PENHA;CANGAIBA;CRECHE;27;Educação Infantil;CANGAIBA;21;PENHA;Educação Infantil|PENHA
307717;CR.P.CONV;PEQUENOS CONSTRUTORES DO FUTURO;PENHA;VILA MATILDE;CRECHE;16;Educação Infantil;VILA MATILDE;21;PENHA;Educação Infantil|PENHA
307719;CR.P.CONV;LAR BATISTA DE CRIANCAS;JACANA/TREMEMBE;VILA MEDEIROS;CRECHE;25;Educação Infantil;VILA MEDEIROS;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
307722;CR.P.CONV;CEDRO DO LIBANO VI, CEI;CAMPO LIMPO;JARDIM SAO LUIS;CRECHE;63;Educação Infantil;JARDIM SAO LUIS;18;M BOI MIRIM;Educação Infantil|M BOI MIRIM
307724;CR.P.CONV;SONHO ENCANTADO;PIRITUBA;PERUS;CRECHE;34;Educação Infantil;PERUS;01;PERUS;Educação Infantil|PERUS
307725;CR.P.CONV;QUERUBINS DA VITORIA II;PIRITUBA;JARAGUA;CRECHE;42;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
307726;CR.P.CONV;CAROLINA MARIA DE JESUS;BUTANTA;VILA SONIA;CRECHE;105;Educação Infantil;VILA SONIA;10;BUTANTA;Educação Infantil|BUTANTA
307729;CR.P.CONV;KALIXTO MENDES;PENHA;PONTE RASA;CRECHE;40;Educação Infantil;PONTE RASA;22;ERMELINO MATARAZZO;Educação Infantil|ERMELINO MATARAZZO
307733;CR.P.CONV;ALGODAO DOCE;SAO MIGUEL;VILA CURUCA;CRECHE;69;Educação Infantil;VILA CURUCA;24;ITAIM PAULISTA;Educação Infantil|ITAIM PAULISTA
307734;CR.P.CONV;RUGRATS OS ANJINHOS VIII;IPIRANGA;SAO LUCAS;CRECHE;28;Educação Infantil;SAO LUCAS;29;VILA PRUDENTE;Educação Infantil|VILA PRUDENTE
307737;CR.P.CONV;PEQUENOS PENSADORES II;GUAIANASES;GUAIANASES;CRECHE;51;Educação Infantil;GUAIANASES;28;GUAIANASES;Educação Infantil|GUAIANASES
307740;CR.P.CONV;BALAO DE BOLINHAS;ITAQUERA;CIDADE LIDER;CRECHE;51;Educação Infantil;CIDADE LIDER;27;ITAQUERA;Educação Infantil|ITAQUERA
307741;CR.P.CONV;VOVO AUGUSTA I, CEI;GUAIANASES;LAJEADO;CRECHE;37;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307742;CR.P.CONV;BEZERRA DE MENEZES;PENHA;BELEM;CRECHE;36;Educação Infantil;BELEM;25;MOOCA;Educação Infantil|MOOCA
307747;CR.P.CONV;MUNDO ENCANTADO III;SAO MIGUEL;JARDIM HELENA;CRECHE;103;Educação Infantil;JARDIM HELENA;23;SAO MIGUEL;Educação Infantil|SAO MIGUEL
307750;CR.P.CONV;LUIZA SOPHIA ROSCHEL;CAPELA DO SOCORRO;GRAJAU;CRECHE;41;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
307753;CR.P.CONV;VOVO AUGUSTA II;GUAIANASES;LAJEADO;CRECHE;32;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307755;CR.P.CONV;PLENITUDE;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;94;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307756;CR.P.CONV;ANTONIO CARLOS VIDEIRA, COMENDADOR;SANTO AMARO;CIDADE ADEMAR;CRECHE;72;Educação Infantil;CIDADE ADEMAR;16;CIDADE ADEMAR;Educação Infantil|CIDADE ADEMAR
307758;CR.P.CONV;ESPACO KAIROS V;GUAIANASES;LAJEADO;CRECHE;63;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307762;CR.P.CONV;CIRANDA CIRANDINHA;PIRITUBA;JARAGUA;CRECHE;30;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
307763;CR.P.CONV;SAVIC;JACANA/TREMEMBE;VILA MEDEIROS;CRECHE;12;Educação Infantil;VILA MEDEIROS;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
307765;CR.P.CONV;PIMPOLHO;PENHA;CANGAIBA;CRECHE;64;Educação Infantil;CANGAIBA;21;PENHA;Educação Infantil|PENHA
307767;CR.P.CONV;MUNDO DOS SONHOS;PIRITUBA;PERUS;CRECHE;35;Educação Infantil;PERUS;01;PERUS;Educação Infantil|PERUS
307769;CR.P.CONV;EDITE FERNANDES;JACANA/TREMEMBE;VILA MEDEIROS;CRECHE;39;Educação Infantil;VILA MEDEIROS;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
307771;CR.P.CONV;CARLOS RAMIRO DE CASTRO, PROF;FREGUESIA/BRASILANDIA;CACHOEIRINHA;CRECHE;33;Educação Infantil;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307772;CR.P.CONV;ALPS LAJEADO;GUAIANASES;LAJEADO;CRECHE;28;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307779;CR.P.CONV;NOVA ALIANCA III;ITAQUERA;ITAQUERA;CRECHE;46;Educação Infantil;ITAQUERA;27;ITAQUERA;Educação Infantil|ITAQUERA
307782;CR.P.CONV;DERCILA BASTOS;FREGUESIA/BRASILANDIA;FREGUESIA DO O;CRECHE;21;Educação Infantil;FREGUESIA DO O;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307788;CR.P.CONV;ABC AURORA II;ITAQUERA;ITAQUERA;CRECHE;38;Educação Infantil;ITAQUERA;27;ITAQUERA;Educação Infantil|ITAQUERA
307789;CR.P.CONV;HANNAH;SAO MATEUS;SAO MATEUS;CRECHE;70;Educação Infantil;SAO MATEUS;30;SAO MATEUS;Educação Infantil|SAO MATEUS
307790;CR.P.CONV;PLENO VIVER IV;ITAQUERA;ITAQUERA;CRECHE;28;Educação Infantil;ITAQUERA;27;ITAQUERA;Educação Infantil|ITAQUERA
307796;CR.P.CONV;JEOVA RAFA;GUAIANASES;LAJEADO;CRECHE;52;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307802;CR.P.CONV;MARIA HENRIQUE DE LIMA;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;60;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307804;CR.P.CONV;VINTE DE AGOSTO;FREGUESIA/BRASILANDIA;LIMAO;CRECHE;50;Educação Infantil;LIMAO;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307805;CR.P.CONV;GIGI TOMAZELLI WIAZOWSKI;JACANA/TREMEMBE;TUCURUVI;CRECHE;48;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
307809;CR.P.CONV;GOTA DE ESPERANCA VI;SAO MATEUS;SAO MATEUS;CRECHE;33;Educação Infantil;SAO MATEUS;30;SAO MATEUS;Educação Infantil|SAO MATEUS
307814;CR.P.CONV;CT VIDA KIDS I;FREGUESIA/BRASILANDIA;FREGUESIA DO O;CRECHE;80;Educação Infantil;FREGUESIA DO O;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307815;CR.P.CONV;CASA DA INFANCIA DO MENINO JESUS;BUTANTA;RIO PEQUENO;CRECHE;83;Educação Infantil;RIO PEQUENO;10;BUTANTA;Educação Infantil|BUTANTA
307817;CR.P.CONV;TIA ELISA;GUAIANASES;CIDADE TIRADENTES;CRECHE;48;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
307823;CR.P.CONV;CISNE ENCANTADO CEI;PIRITUBA;JARAGUA;CRECHE;37;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
307824;CR.P.CONV;MARIA DA SILVA SANTOS;GUAIANASES;LAJEADO;CRECHE;46;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307825;CR.P.CONV;OTAVIO RODRIGUES;FREGUESIA/BRASILANDIA;CACHOEIRINHA;CRECHE;37;Educação Infantil;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307826;CR.P.CONV;SANTA LUZIA;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;53;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307828;CR.P.CONV;CRIANDO RAIZES;GUAIANASES;CIDADE TIRADENTES;CRECHE;76;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
307831;CR.P.CONV;ESPACO KAIROS;GUAIANASES;LAJEADO;CRECHE;88;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307833;CR.P.CONV;VOVO BERNARDO JOSE FRANCA;PENHA;ERMELINO MATARAZZO;CRECHE;58;Educação Infantil;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Educação Infantil|ERMELINO MATARAZZO
307840;CR.P.CONV;SAO MIGUEL ARCANJO;GUAIANASES;CIDADE TIRADENTES;CRECHE;49;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
307842;CR.P.CONV;SABOR DE INFANCIA;GUAIANASES;CIDADE TIRADENTES;CRECHE;112;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
307845;CR.P.CONV;SANTA EDWIGES;GUAIANASES;CIDADE TIRADENTES;CRECHE;76;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
307848;CR.P.CONV;NOVO SER;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;85;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307849;CR.P.CONV;CANAA;CAPELA DO SOCORRO;GRAJAU;CRECHE;45;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
307850;CR.P.CONV;UNIVERSO DOS PEQUENINOS;GUAIANASES;LAJEADO;CRECHE;78;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307851;CR.P.CONV;IGEVE GUAIANASES ALVORADA;GUAIANASES;LAJEADO;CRECHE;29;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307853;CR.P.CONV;BOAVENTURA III;GUAIANASES;LAJEADO;CRECHE;53;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307856;CR.P.CONV;LINA E O BALAO;ITAQUERA;VILA FORMOSA;CRECHE;24;Educação Infantil;VILA FORMOSA;26;ARICANDUVA-FORMOSA-CARRAO;Educação Infantil|ARICANDUVA-FORMOSA-CARRAO
307858;CR.P.CONV;CANTINHO DA TIA DORA;GUAIANASES;LAJEADO;CRECHE;19;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307861;CR.P.CONV;SEMENTINHAS DE ESPERANCA;ITAQUERA;ITAQUERA;CRECHE;40;Educação Infantil;ITAQUERA;27;ITAQUERA;Educação Infantil|ITAQUERA
307862;CR.P.CONV;ALEGRIA E SABEDORIA II;GUAIANASES;CIDADE TIRADENTES;CRECHE;70;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
307864;CR.P.CONV;JOAO E MEL;GUAIANASES;LAJEADO;CRECHE;39;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307865;CR.P.CONV;LETICIA RIBEIRO PORTO;GUAIANASES;GUAIANASES;CRECHE;49;Educação Infantil;GUAIANASES;28;GUAIANASES;Educação Infantil|GUAIANASES
307866;CR.P.CONV;ALPS JARDIM SAO JOAO;GUAIANASES;GUAIANASES;CRECHE;71;Educação Infantil;GUAIANASES;28;GUAIANASES;Educação Infantil|GUAIANASES
307869;CR.P.CONV;ANJO RAFAELA II;GUAIANASES;CIDADE TIRADENTES;CRECHE;51;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
307870;CR.P.CONV;TIRIRILANDO;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;65;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307871;CR.P.CONV;MONTE CARMELO II;ITAQUERA;ITAQUERA;CRECHE;40;Educação Infantil;ITAQUERA;27;ITAQUERA;Educação Infantil|ITAQUERA
307872;CR.P.CONV;MUNDO ENCANTADO;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;46;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307876;CR.P.CONV;SUZANA POMPEU DE TOLEDO;GUAIANASES;LAJEADO;CRECHE;65;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307877;CR.P.CONV;PAULINO BRANCO MARTINS;CAMPO LIMPO;CAMPO LIMPO;CRECHE;47;Educação Infantil;CAMPO LIMPO;17;CAMPO LIMPO;Educação Infantil|CAMPO LIMPO
307879;CR.P.CONV;LUZ;PENHA;ERMELINO MATARAZZO;CRECHE;20;Educação Infantil;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Educação Infantil|ERMELINO MATARAZZO
307881;CR.P.CONV;NELSON BREVE;FREGUESIA/BRASILANDIA;LIMAO;CRECHE;53;Educação Infantil;LIMAO;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307885;CR.P.CONV;MENINO DE LATA;FREGUESIA/BRASILANDIA;LIMAO;CRECHE;19;Educação Infantil;LIMAO;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307887;CR.P.CONV;DONA BELLA;GUAIANASES;LAJEADO;CRECHE;33;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307888;CR.P.CONV;PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VII;GUAIANASES;GUAIANASES;CRECHE;32;Educação Infantil;GUAIANASES;28;GUAIANASES;Educação Infantil|GUAIANASES
307890;CR.P.CONV;MARIA;GUAIANASES;CIDADE TIRADENTES;CRECHE;23;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
307891;CR.P.CONV;PEQUENOS PENSADORES;GUAIANASES;CIDADE TIRADENTES;CRECHE;70;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
307892;CR.P.CONV;CURUMIM;FREGUESIA/BRASILANDIA;CACHOEIRINHA;CRECHE;63;Educação Infantil;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307894;CR.P.CONV;MAIS LEVE QUE O AR;SAO MIGUEL;ITAIM PAULISTA;CRECHE;41;Educação Infantil;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Infantil|ITAIM PAULISTA
307895;CR.P.CONV;ACOLHER I;GUAIANASES;CIDADE TIRADENTES;CRECHE;41;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
307898;CR.P.CONV;VOVO LIDIA III;GUAIANASES;LAJEADO;CRECHE;36;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307899;CR.P.CONV;JULIA NORBERTO;FREGUESIA/BRASILANDIA;FREGUESIA DO O;CRECHE;31;Educação Infantil;FREGUESIA DO O;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307900;CR.P.CONV;SOL DO MEIO DIA;SAO MATEUS;IGUATEMI;CRECHE;74;Educação Infantil;IGUATEMI;30;SAO MATEUS;Educação Infantil|SAO MATEUS
307901;CR.P.CONV;CRE-SER;IPIRANGA;IPIRANGA;CRECHE;16;Educação Infantil;IPIRANGA;13;IPIRANGA;Educação Infantil|IPIRANGA
307902;CR.P.CONV;RUGRATS OS ANJINHOS IX;IPIRANGA;SAO LUCAS;CRECHE;32;Educação Infantil;SAO LUCAS;29;VILA PRUDENTE;Educação Infantil|VILA PRUDENTE
307903;CR.P.CONV;EDUCADORES EM FOCO;SAO MATEUS;SAO MATEUS;CRECHE;65;Educação Infantil;SAO MATEUS;30;SAO MATEUS;Educação Infantil|SAO MATEUS
307905;CR.P.CONV;CARMEN RODRIGUES;SANTO AMARO;JABAQUARA;CRECHE;83;Educação Infantil;JABAQUARA;15;JABAQUARA;Educação Infantil|JABAQUARA
307906;CR.P.CONV;AGAPE;PIRITUBA;JARAGUA;CRECHE;29;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
307908;CR.P.CONV;MARIA E JOSE;PIRITUBA;PIRITUBA;CRECHE;31;Educação Infantil;PIRITUBA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
307910;CR.P.CONV;EMILIO ANTONIO DE CARVALHO;SANTO AMARO;CIDADE ADEMAR;CRECHE;27;Educação Infantil;CIDADE ADEMAR;16;CIDADE ADEMAR;Educação Infantil|CIDADE ADEMAR
307911;CR.P.CONV;MARIA ANTONIA DE SOUZA;PIRITUBA;JARAGUA;CRECHE;29;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
307913;CR.P.CONV;PINGO DE OURO;PIRITUBA;PERUS;CRECHE;40;Educação Infantil;PERUS;01;PERUS;Educação Infantil|PERUS
307915;CR.P.CONV;JARDIM MONTE VERDE;CAPELA DO SOCORRO;GRAJAU;CRECHE;76;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
307917;CR.P.CONV;DENISE NALINI;CAPELA DO SOCORRO;GRAJAU;CRECHE;73;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
307931;CR.P.CONV;RECRIAR;FREGUESIA/BRASILANDIA;CACHOEIRINHA;CRECHE;31;Educação Infantil;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
307942;CR.P.CONV;VOVO ANNA GOMES;GUAIANASES;LAJEADO;CRECHE;42;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
307943;CR.P.CONV;PROFESSOR SIDNEY;ITAQUERA;JOSE BONIFACIO;CRECHE;44;Educação Infantil;JOSE BONIFACIO;27;ITAQUERA;Educação Infantil|ITAQUERA
307945;CR.P.CONV;FRANCISCO YOSHIO;ITAQUERA;ITAQUERA;CRECHE;32;Educação Infantil;ITAQUERA;27;ITAQUERA;Educação Infantil|ITAQUERA
307946;CR.P.CONV;ESTRELA DALVA;SAO MATEUS;SAO MATEUS;CRECHE;53;Educação Infantil;SAO MATEUS;30;SAO MATEUS;Educação Infantil|SAO MATEUS
307965;CR.P.CONV;PASSO A PASSO II;SAO MATEUS;SAO RAFAEL;CRECHE;24;Educação Infantil;SAO RAFAEL;30;SAO MATEUS;Educação Infantil|SAO MATEUS
307966;CR.P.CONV;CANTINHO DE LUZ;SAO MIGUEL;ITAIM PAULISTA;CRECHE;59;Educação Infantil;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Infantil|ITAIM PAULISTA
307973;CR.P.CONV;DOCE ENCANTO;FREGUESIA/BRASILANDIA;FREGUESIA DO O;CRECHE;66;Educação Infantil;FREGUESIA DO O;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
307975;CR.P.CONV;SONHO MAGICO II;SAO MIGUEL;ITAIM PAULISTA;CRECHE;30;Educação Infantil;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Infantil|ITAIM PAULISTA
307982;CR.P.CONV;CONSTRUIR E IMAGINAR;PENHA;ERMELINO MATARAZZO;CRECHE;61;Educação Infantil;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Educação Infantil|ERMELINO MATARAZZO
