DISTRITO;COD_PAIS;NOME_PAIS;ETAPA;REDE;QTDE;Nível padronizado;nm_distrito_municipal;cd_subprefeitura;nm_subprefeitura;nivel_subprefeitura
SANTANA;92;VENEZUELA;MEDIO;DIR;1;Ensino Médio;SANTANA;05;SANTANA-TUCURUVI;Ensino Médio|SANTANA-TUCURUVI
SANTANA;92;VENEZUELA;PRE;DIR;2;Educação Infantil;SANTANA;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;CRECHE;CON;1;Educação Infantil;SANTANA;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;CRECHE;CON;3;Educação Infantil;SANTANA;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;CRECHE;CON;1;Educação Infantil;SANTANA;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;CRECHE;DIR;2;Educação Infantil;SANTANA;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;CRECHE;DIR;2;Educação Infantil;SANTANA;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;EDPROF;DIR;6;Educação de Jovens e Adultos;SANTANA;05;SANTANA-TUCURUVI;Educação de Jovens e Adultos|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;EDPROF;DIR;1;Educação de Jovens e Adultos;SANTANA;05;SANTANA-TUCURUVI;Educação de Jovens e Adultos|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;FUND;DIR;7;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;FUND;DIR;12;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;FUND;DIR;12;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;FUND;DIR;5;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;FUND;DIR;5;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;FUND;DIR;12;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;FUND;DIR;6;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;FUND;DIR;4;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;FUND;DIR;8;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;MEDIO;DIR;3;Ensino Médio;SANTANA;05;SANTANA-TUCURUVI;Ensino Médio|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;MEDIO;DIR;1;Ensino Médio;SANTANA;05;SANTANA-TUCURUVI;Ensino Médio|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;MEDIO;DIR;8;Ensino Médio;SANTANA;05;SANTANA-TUCURUVI;Ensino Médio|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;MEDIO;DIR;4;Ensino Médio;SANTANA;05;SANTANA-TUCURUVI;Ensino Médio|SANTANA-TUCURUVI
SANTANA;175;ANGOLA;PRE;DIR;12;Educação Infantil;SANTANA;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
SANTANA;185;CONGO;EDPROF;DIR;1;Educação de Jovens e Adultos;SANTANA;05;SANTANA-TUCURUVI;Educação de Jovens e Adultos|SANTANA-TUCURUVI
SANTANA;185;CONGO;MEDIO;DIR;1;Ensino Médio;SANTANA;05;SANTANA-TUCURUVI;Ensino Médio|SANTANA-TUCURUVI
SANTANA;185;CONGO;PRE;DIR;1;Educação Infantil;SANTANA;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
SANTANA;207;MARROCOS;CRECHE;DIR;1;Educação Infantil;SANTANA;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
SANTANA;207;MARROCOS;PRE;DIR;1;Educação Infantil;SANTANA;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
SANTANA;258;IRAQUE;CRECHE;CON;1;Educação Infantil;SANTANA;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
SANTANA;258;IRAQUE;FUND;DIR;1;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;258;IRAQUE;FUND;DIR;1;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;277;SÍRIA;PRE;DIR;1;Educação Infantil;SANTANA;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
SANTANA;318;VANUATU;FUND;DIR;1;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;349;SENEGAL;FUND;DIR;1;Ensino Fundamental;SANTANA;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
SANTANA;349;SENEGAL;MEDIO;DIR;1;Ensino Médio;SANTANA;05;SANTANA-TUCURUVI;Ensino Médio|SANTANA-TUCURUVI
SANTANA;349;SENEGAL;MEDIO;DIR;1;Ensino Médio;SANTANA;05;SANTANA-TUCURUVI;Ensino Médio|SANTANA-TUCURUVI
TREMEMBE;21;ARGENTINA;CRECHE;CON;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;21;ARGENTINA;FUND;DIR;1;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;21;ARGENTINA;FUND;DIR;1;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;CRECHE;CON;6;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;CRECHE;CON;17;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;CRECHE;DIR;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;CRECHE;CON;29;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;CRECHE;CON;9;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;CRECHE;DIR;4;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;CRECHE;CON;13;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;CRECHE;DIR;6;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;FUND;DIR;18;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;FUND;DIR;20;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;FUND;DIR;19;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;FUND;DIR;10;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;FUND;DIR;14;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;FUND;DIR;2;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;FUND;DIR;7;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;FUND;DIR;6;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;FUND;DIR;3;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;PRE;CON;13;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;22;BOLÍVIA;PRE;DIR;52;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;24;PARAGUAI;FUND;DIR;1;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;24;PARAGUAI;PRE;DIR;2;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;35;ESPANHA;PRE;DIR;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;52;CUBA;FUND;DIR;1;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;52;CUBA;FUND;DIR;1;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;62;HAITI;FUND;DIR;1;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;62;HAITI;PRE;DIR;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;89;PERU;CRECHE;CON;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;89;PERU;CRECHE;CON;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;89;PERU;CRECHE;CON;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;89;PERU;CRECHE;CON;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;89;PERU;FUND;DIR;2;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;89;PERU;FUND;DIR;3;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;89;PERU;PRE;DIR;2;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;92;VENEZUELA;CRECHE;CON;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;92;VENEZUELA;CRECHE;CON;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;92;VENEZUELA;FUND;DIR;1;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;92;VENEZUELA;FUND;DIR;1;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;92;VENEZUELA;FUND;DIR;1;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;92;VENEZUELA;FUND;DIR;1;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;92;VENEZUELA;FUND;DIR;2;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;92;VENEZUELA;PRE;DIR;4;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;165;UCRÂNIA;CRECHE;DIR;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;175;ANGOLA;EJA;DIR;1;Educação de Jovens e Adultos;TREMEMBE;06;JACANA-TREMEMBE;Educação de Jovens e Adultos|JACANA-TREMEMBE
TREMEMBE;175;ANGOLA;FUND;DIR;1;Ensino Fundamental;TREMEMBE;06;JACANA-TREMEMBE;Ensino Fundamental|JACANA-TREMEMBE
TREMEMBE;175;ANGOLA;PRE;DIR;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TREMEMBE;349;SENEGAL;CRECHE;CON;1;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
TUCURUVI;21;ARGENTINA;FUND;DIR;1;Ensino Fundamental;TUCURUVI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;CRECHE;CON;1;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;CRECHE;CON;3;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;CRECHE;CON;14;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;CRECHE;CON;1;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;CRECHE;DIR;2;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;CRECHE;CON;4;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;CRECHE;DIR;4;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;FUND;DIR;7;Ensino Fundamental;TUCURUVI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;FUND;DIR;8;Ensino Fundamental;TUCURUVI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;FUND;DIR;2;Ensino Fundamental;TUCURUVI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;FUND;DIR;5;Ensino Fundamental;TUCURUVI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;FUND;DIR;3;Ensino Fundamental;TUCURUVI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;FUND;DIR;2;Ensino Fundamental;TUCURUVI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;FUND;DIR;4;Ensino Fundamental;TUCURUVI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;FUND;DIR;3;Ensino Fundamental;TUCURUVI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;FUND;DIR;2;Ensino Fundamental;TUCURUVI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
TUCURUVI;22;BOLÍVIA;PRE;DIR;19;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;24;PARAGUAI;CRECHE;CON;2;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;41;JAPÃO;FUND;DIR;1;Ensino Fundamental;TUCURUVI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
TUCURUVI;41;JAPÃO;FUND;DIR;1;Ensino Fundamental;TUCURUVI;05;SANTANA-TUCURUVI;Ensino Fundamental|SANTANA-TUCURUVI
TUCURUVI;89;PERU;CRECHE;CON;1;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;89;PERU;CRECHE;DIR;1;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;89;PERU;PRE;DIR;1;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;92;VENEZUELA;PRE;DIR;1;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
TUCURUVI;175;ANGOLA;CRECHE;CON;1;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
VILA GUILHERME;21;ARGENTINA;FUND;DIR;2;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;21;ARGENTINA;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;21;ARGENTINA;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;21;ARGENTINA;FUND;DIR;4;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;21;ARGENTINA;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;21;ARGENTINA;FUND;DIR;2;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;21;ARGENTINA;FUND;DIR;4;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;CRECHE;CON;4;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;CRECHE;CON;10;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;CRECHE;CON;11;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;CRECHE;CON;20;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;CRECHE;CON;25;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;FUND;DIR;29;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;FUND;DIR;41;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;FUND;DIR;31;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;FUND;DIR;27;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;FUND;DIR;30;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;FUND;DIR;11;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;FUND;DIR;13;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;FUND;DIR;31;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;FUND;DIR;17;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;PRE;CON;26;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;22;BOLÍVIA;PRE;DIR;66;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;24;PARAGUAI;CRECHE;CON;1;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;24;PARAGUAI;FUND;DIR;4;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;24;PARAGUAI;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;24;PARAGUAI;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;24;PARAGUAI;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;24;PARAGUAI;FUND;DIR;3;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;24;PARAGUAI;FUND;DIR;4;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;24;PARAGUAI;PRE;CON;1;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;24;PARAGUAI;PRE;DIR;4;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;26;COLÔMBIA;CRECHE;CON;2;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;26;COLÔMBIA;CRECHE;CON;1;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;26;COLÔMBIA;CRECHE;CON;1;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;26;COLÔMBIA;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;26;COLÔMBIA;FUND;DIR;2;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;26;COLÔMBIA;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;26;COLÔMBIA;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;26;COLÔMBIA;PRE;DIR;2;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;27;EQUADOR;CRECHE;CON;1;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;27;EQUADOR;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;41;JAPÃO;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;89;PERU;CRECHE;CON;1;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;89;PERU;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;89;PERU;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;89;PERU;FUND;DIR;1;Ensino Fundamental;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Ensino Fundamental|VILA MARIA-VILA GUILHERME
VILA GUILHERME;89;PERU;PRE;CON;1;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
VILA GUILHERME;89;PERU;PRE;DIR;1;Educação Infantil;VILA GUILHERME;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
